wallet,mint,sample_group,first_buy_tx,first_buy_time,last_sell_time,realized_pnl_sol,realized_roi,holding_seconds,kline_file,exclude_reason
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,4SGxnG9Asrr2RdSXGcWvJAgzfxaQFnx2w6Zj5pegpump,loss,5gk9Gbo3pvxX9RjmWghqrT9PBkbvXwHPw9txK43sc6PvhdszUUtLkCyfR7Ts7swiJexEgQW5BgsV5HMyKQG6vdnF,2026-04-29T05:17:50+00:00,2026-04-29T05:18:05+00:00,-0.101917976,-0.203836,15,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/4SGxnG9Asrr2RdSXGcWvJAgzfxaQFnx2w6Zj5pegpump_1m_1777438670_1777441085.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,9Gk885sPonJDzUfwoDqQf43nHb4vG22TsMiGEF3ppump,loss,oPHJP8kEGaguvxnZTDoDrVPxmrYTb4ixQUGhCtVs2VPiReMDAu93oWLLVvSYxCDm8VvEXFvT9TC8vuM5HymjMXa,2026-04-29T05:27:49+00:00,2026-04-29T05:28:14+00:00,-0.145707845,-0.270485,25,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/9Gk885sPonJDzUfwoDqQf43nHb4vG22TsMiGEF3ppump_1m_1777439269_1777441694.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,APF5DgmqmDkmbF21TGJeYd4F7d8hSknyZWPCHphXpump,loss,5hkn5VnCvbwSmNc8LV4GUGv2eHVXuxZqgXcYaL8NJpJ5wjDHS6r6AF4yszhfZu86kv2Tr99sDkGwfyKyDyDREXtu,2026-04-29T05:29:31+00:00,2026-04-29T05:29:44+00:00,-0.024139659,-0.040860,13,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/APF5DgmqmDkmbF21TGJeYd4F7d8hSknyZWPCHphXpump_1m_1777439371_1777441784.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,ELWxQbrb9FmSUGmxdmrDbjbYqvu5SNM2gn8ThYcspump,loss,423dFTQbVyyZfhuu4G6RXKzFKTBBTDezB9PZ2tSWYHuKCE54byUbM7Lp9KCok6rh7iNpzHbv5wZVVc9MKaiYYitF,2026-04-29T05:37:18+00:00,2026-04-29T05:37:49+00:00,-0.029915087,-0.303991,31,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/ELWxQbrb9FmSUGmxdmrDbjbYqvu5SNM2gn8ThYcspump_1m_1777439838_1777442269.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,CyAr9fPWPP4YdMoFajbEvNTpxSBaXbDbigauGg4epump,profit,j6Mk97sizZ6CShpfUTA6mNaiya65eugGkgqAvEKZoNMf5x78AuT7FTe5FBt5Truz1ERCwJuUfHszTohgfoKexou,2026-04-29T05:42:21+00:00,2026-04-29T05:43:12+00:00,0.002259687,0.004519,51,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/CyAr9fPWPP4YdMoFajbEvNTpxSBaXbDbigauGg4epump_1m_1777440141_1777442592.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6GrGEJ7Z2M2RQpfwjrFmFswPWNmbtHGrr3DHtE1Wpump,loss,3mkgZQbC2RSNgFJkqcfacosXQy7kWMxko9jdgREL5ag1WQqANxxaQ5by6QUWXpKfp3Qt97vxCGr2yD1wHdh3vHiJ,2026-04-29T05:44:55+00:00,2026-04-29T05:45:33+00:00,-0.005661600,-0.012500,38,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6GrGEJ7Z2M2RQpfwjrFmFswPWNmbtHGrr3DHtE1Wpump_1m_1777440295_1777442733.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6i7VSyA3GwPeDgzigdFyK5qJXWARuMxfhEm1p92dpump,profit,5ft6kwMaFYudUrFnyLwUxKU4LZ8zJMxWjdyuJF4Xp9CGTAtAb3qMPicRro1MMgu4VEX3Z2t5mNGkcQvCm4jxA16K,2026-04-29T05:45:40+00:00,2026-04-29T05:46:21+00:00,0.238198378,0.476397,41,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6i7VSyA3GwPeDgzigdFyK5qJXWARuMxfhEm1p92dpump_1m_1777440340_1777442781.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,5xL9HT3fDAzX3VEsZCX8qEWi3mgemtrgfd544aJgpump,loss,aaQ1uy2T39t85EFy1TLdTGx2d1tRnAN3a9L9CdxZBjUJFfVVp3R82m9Y81KZsRyayJH3vREWTXqc72xkdV6BaaD,2026-04-29T05:59:26+00:00,2026-04-29T05:59:42+00:00,-0.259572890,-0.464887,16,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/5xL9HT3fDAzX3VEsZCX8qEWi3mgemtrgfd544aJgpump_1m_1777441166_1777443582.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,PFVF3TH5uGWnhaM6XNn8CAWXpqrCE2PQiGgGQybpump,profit,9VdcAwZ5TYzXQBGad1E1ra4HQedoH1DBaoA7AYtiZHvvz6nEK9aD3H3bfeb9Xm4rdXDvRJDYTHw5G2bEuFroSXw,2026-04-29T06:00:11+00:00,2026-04-29T06:00:29+00:00,0.078006833,0.156038,18,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/PFVF3TH5uGWnhaM6XNn8CAWXpqrCE2PQiGgGQybpump_1m_1777441211_1777443629.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DaNJ7kvzxFu7c7DG6u1E6s4wMZhJSEa4Ss9ZqKfUpump,profit,3x3YwFPFtsMZNYjQFZbPCHM6fq5nZvsBEbHa21ptsq57P82fLBc4eeknJn3KW2c3HbcV9mfC873B2oCstRJpANot,2026-04-29T06:05:25+00:00,2026-04-29T06:05:58+00:00,0.011370379,0.022741,33,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DaNJ7kvzxFu7c7DG6u1E6s4wMZhJSEa4Ss9ZqKfUpump_1m_1777441525_1777443958.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EW9ArqgzzH8U5pu5nMXdajw9nft9hiWMncw11x5cpump,profit,63tyMVRjaAKzmJRAZQEzH9CUfZpC4AQwUBxkMgcHqyiFLkyqdA7MdfpZSNu1P5FHLCcBo7a6dgjZV6QZ9i2j4tXX,2026-04-29T06:19:03+00:00,2026-04-29T06:20:09+00:00,0.243537607,0.514903,66,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/EW9ArqgzzH8U5pu5nMXdajw9nft9hiWMncw11x5cpump_1m_1777442343_1777444809.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BP37KtWxxY3smx463XzsS5QvC58RW4tFFbVKRX2Gpump,profit,XPuHN51NWp2QFXUBNz9T77odte761JTRAdyvjgnwe7TYXJvP3owhFYJepktgnfr1DQr1kb4xarteUC5a4QXFMoP,2026-04-29T06:23:16+00:00,2026-04-29T06:24:32+00:00,0.179339438,1.823698,76,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/BP37KtWxxY3smx463XzsS5QvC58RW4tFFbVKRX2Gpump_1m_1777442596_1777445072.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,8B8HcYv5zktaDKPBN4pvEDgHuutMp585A9mPyTLMpump,loss,46txPbXpmUa8Z3ZAssrzcJ8R5LTdF51cxuD8MjHCAE4F7cCo2wFDg8uzRPcZ15QJb8auRUoCnSyJ1Uo9mc8dgC9s,2026-04-29T06:32:57+00:00,2026-04-29T06:33:12+00:00,-0.176298023,-0.352596,15,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/8B8HcYv5zktaDKPBN4pvEDgHuutMp585A9mPyTLMpump_1m_1777443177_1777445592.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EPo6akAM2AiECbMh8q48kVHywyN7RMRmbpeHodKfpump,profit,uwMU1g2tTTGd9B5GrXQeALwTwn7jNh8rpkWCL1pKxZCj8P65jv8BjXT8nqxWKuJc1xUEurRqKdvP5ahxEt7TbYn,2026-04-29T06:36:25+00:00,2026-04-29T06:40:07+00:00,0.163259195,0.108873,222,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/EPo6akAM2AiECbMh8q48kVHywyN7RMRmbpeHodKfpump_1m_1777443385_1777446007.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,E4VuwYbTv5RmmqJGQhKdoxUWZzJGNxUXyDcsP73apzJu,profit,3h3rU9LYLwUTYbtopkbjozZLgbUNYhaxE4MPinQWnpcX5W3BtiUaEJDWqSFdQQDinbjnrzPYJgN84T8JDG4dra1,2026-04-29T06:40:46+00:00,2026-04-29T06:41:02+00:00,0.042481643,0.430855,16,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/E4VuwYbTv5RmmqJGQhKdoxUWZzJGNxUXyDcsP73apzJu_1m_1777443646_1777446062.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,F92bdh9DZMGUeASuwXepC2A3Dz8umaGvRgjzJgDypump,profit,42QtpDQQz5NChgwLdpfaCAbE1NyJFweJ9WkqyjqXid1e1Ky1FKWv1REKscScD9LV4BTkPtuweYFWqN1Vr8hxTVwc,2026-04-29T06:41:23+00:00,2026-04-29T06:41:42+00:00,0.074180646,0.132082,19,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/F92bdh9DZMGUeASuwXepC2A3Dz8umaGvRgjzJgDypump_1m_1777443683_1777446102.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Fu2Rm5QEf66SjnHLFxKwS3C5WdXiES2LX2hfPAWpump,loss,22ZRajVVZYx1U6KbYghGWtVn7xTSA28hSauUwuSuqWirJpWxuzMC7CzmDuuz7vPy5LxVr8i8Er5hUdaD2PGUtTwP,2026-04-29T06:47:54+00:00,2026-04-29T06:48:20+00:00,-0.029368462,-0.058775,26,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/Fu2Rm5QEf66SjnHLFxKwS3C5WdXiES2LX2hfPAWpump_1m_1777444074_1777446500.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,GASyGb3FKcUU5atCePcG39QwuLkLiHQ6bub8doEfpump,profit,3CQi7tJGMvUQHRzGPUQtKmsZeUvmSBfGuG2Ywutg8LFgY4M3SFtb5C2VNST9ekM8v83TwnmdDjzbPPD86EyBQZ3Y,2026-04-29T06:54:23+00:00,2026-04-29T06:55:06+00:00,0.015283589,0.030572,43,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/GASyGb3FKcUU5atCePcG39QwuLkLiHQ6bub8doEfpump_1m_1777444463_1777446906.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,EAE9oXaQfoZrB4Lofyo13WyiGkWu73VVS9dGZrxhpump,profit,5nR3TyxCdvMcqHN7thQY7WDYZY2vBZYBRHdPwLXiPxwmPcG3NGrRum7DSss6c4qkRMJntHzUwHG9fmgJLwCUuyeH,2026-04-29T07:00:50+00:00,2026-04-29T07:01:23+00:00,0.195377706,0.320264,33,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/EAE9oXaQfoZrB4Lofyo13WyiGkWu73VVS9dGZrxhpump_1m_1777444850_1777447283.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,6eZAb5VQBD75KuEMEuUAVfsdnjikVxZmHCggLy4Ppump,profit,3xNApXgjqJDWuNum4MJixvSyxNRp8nbAVb1ANJyCf2U6KVWmCtibWP892EryFEjuwevqcL6PxYGhA1LJu3ZfCkVF,2026-04-29T07:03:34+00:00,2026-04-29T07:03:56+00:00,0.010033961,0.017567,22,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/6eZAb5VQBD75KuEMEuUAVfsdnjikVxZmHCggLy4Ppump_1m_1777445014_1777447436.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,7wKewyb1mqbqLWkR2ruJ3Y5bTubi81P8uraanG5Ypump,loss,66NMmyAGLKHXE51oWhLJHhS9CfhQvzLa2Ysr4tK3xi5HPCwkLtnhQ63R85eU8ocNcVDTbeDcp9oVcygXdz1Vhnp,2026-04-29T07:07:06+00:00,2026-04-29T07:08:03+00:00,-0.261442883,-0.522886,57,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/7wKewyb1mqbqLWkR2ruJ3Y5bTubi81P8uraanG5Ypump_1m_1777445226_1777447683.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3a1ovj7dNJ87r4jj93PB2xSaowtnF2YaA8kCy7eSpump,loss,5wjWReCShy5dYBVWazQmXbGBdBTGjvSyGgmiQPXqbADJyuJNh9wTZRohWa3EdmQG3aCgPSps3qg9NW1pDyHLehZi,2026-04-29T07:08:58+00:00,2026-04-29T07:09:09+00:00,-0.078775889,-0.160422,11,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/3a1ovj7dNJ87r4jj93PB2xSaowtnF2YaA8kCy7eSpump_1m_1777445338_1777447749.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,88zHjd1LL7pwBjommuMdLrf9yHmH3iwcuFb3ikAvpump,loss,54mLnAkyLQaAE7jBoHPrgCxKKb7itk8jCD8irp9q4R4UkGBbgtYdHbyVyaMd5tWzBTPuQPkDwnVkWaRrKUq8XT3A,2026-04-29T07:10:43+00:00,2026-04-29T07:11:47+00:00,-0.038035385,-0.076150,64,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/88zHjd1LL7pwBjommuMdLrf9yHmH3iwcuFb3ikAvpump_1m_1777445443_1777447907.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,CaTc99L3DGKQaCDicYAjpWZdvbsiygZN4omPAZhmpump,profit,RAitganaAZBKDCShJqPqrwqKkct76T4cfPwXs1jULh2ShXE26EW6f8Ctn1fn4nSumZoFFq6f5MURkpTFVcaDGPX,2026-04-29T07:13:48+00:00,2026-04-29T07:14:28+00:00,0.049508664,0.099017,40,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/CaTc99L3DGKQaCDicYAjpWZdvbsiygZN4omPAZhmpump_1m_1777445628_1777448068.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,7ZVztNusCidFiHuscBFz7dAygHogBRfcJVMR3aGkpump,profit,MLmSS5BVMk2Rpj4QDd2A2X12bx4NxZj37gwB2oEmBCwR9oFQ7XgrSb3rv5hkgMBkeDu59E48ugDNp1zCyD9bVi3,2026-04-29T07:14:41+00:00,2026-04-29T07:15:57+00:00,0.013754080,0.027508,76,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/7ZVztNusCidFiHuscBFz7dAygHogBRfcJVMR3aGkpump_1m_1777445681_1777448157.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,SEbDZ4TRfKUvWxPm7fRxQinWNWJSAFEWeHCz2Kapump,profit,39zkkTNnBsUDeo3EPdtPhLhMWMTXzboCi32hJjeCemEPTyK3TzwC7KxXmHoH5K8PJLz2v4w6YTC4o6NhJfADaZP5,2026-04-29T07:19:59+00:00,2026-04-29T07:21:23+00:00,0.086255074,0.172510,84,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/SEbDZ4TRfKUvWxPm7fRxQinWNWJSAFEWeHCz2Kapump_1m_1777445999_1777448483.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,tjn8grxUZug5xn5VswjweXGzfrZYNjwX7JWWXF3pump,loss,4ySjUY8AZXUM3QUmriPW8NGtp1wn11V1Kdg71tkfZWxKsogMGyWjfV14FhD4z131R6acdJdV1nQ7EdD33G6mhdEm,2026-04-29T07:37:33+00:00,2026-04-29T07:38:06+00:00,-0.008075812,-0.016163,33,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/tjn8grxUZug5xn5VswjweXGzfrZYNjwX7JWWXF3pump_1m_1777447053_1777449486.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,98d1zQZStVJEKeTnxnsamTE2EVRyPtLV23WcZvHTpump,loss,37c7m1VQ5YXaUW7d4HaQMek4vC8BsERYZ7d5iiP5K5DxXyr5aFAphxnNVWaKMy6Raf31cHEWU1nHYv5v5y3WXFZE,2026-04-29T07:43:18+00:00,2026-04-29T07:43:45+00:00,-0.012429937,-0.022391,27,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/98d1zQZStVJEKeTnxnsamTE2EVRyPtLV23WcZvHTpump_1m_1777447398_1777449825.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DLeaRYKbquAHyDv6kAz7teAnojNnmpjeD8t1ijh1pump,loss,32qN8fyueTcSVGwJ1qJXvmZqZ965HD6myux3d6gSXmdDtvW6nuUABXhwKgbGguBQN2P8yAojsEpkVcv67UwZpa3M,2026-04-29T08:36:57+00:00,2026-04-29T08:37:40+00:00,-0.086291067,-0.156192,43,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DLeaRYKbquAHyDv6kAz7teAnojNnmpjeD8t1ijh1pump_1m_1777450617_1777453060.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,3x8PdworsRHX6TxSFwancm48KaFnmcqw3r15f5Gwpump,loss,2eJCGMTcSPtnVzmjTFyF9bUtRPDiuWHpQruJ7Hsep2Tirbkk5pAfRqBRwmshEPddEP1JumajpS1GkeDzmYp6ps1u,2026-04-29T08:44:56+00:00,2026-04-29T08:45:11+00:00,-0.079440300,-0.158881,15,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/3x8PdworsRHX6TxSFwancm48KaFnmcqw3r15f5Gwpump_1m_1777451096_1777453511.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BX4eMWGB2P1GWwzT3f9Egt8KiNcfhgGPE8geJcpXpump,loss,41RFitzNFbXmvcrEDU71h27rDwEC4BXH8wNookxFNMfoi9dkH7WpMoUDdzPcHsAQJVxCqvGEpUgJQsp3hnLap68z,2026-04-29T08:47:15+00:00,2026-04-29T08:47:37+00:00,-0.202166719,-0.404333,22,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/BX4eMWGB2P1GWwzT3f9Egt8KiNcfhgGPE8geJcpXpump_1m_1777451235_1777453657.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,E99TXmhG9ppHzm17eKkruMmA7rVfQePqoeHipUJppump,loss,2FYdbqLRB5qPbdeJCyHKa8BLrNg43eXiHBTBEckp7RfNuu3nthG3KS1pcTLbZzSVGiF24i5przJBdCbfxZ7Qgydu,2026-04-29T08:48:30+00:00,2026-04-29T08:48:36+00:00,-0.079640457,-0.147210,6,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/E99TXmhG9ppHzm17eKkruMmA7rVfQePqoeHipUJppump_1m_1777451310_1777453716.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,5eMXSW5rDTBCU3ZEiGaTeeesTqM7FPNg1KcS3krNpump,profit,3S5tSX9cNXuqSzdxeWgk6Hpud8ub6zV66Rsp3hYYMYT8vH5mY4bPK52WguKzkiGjFS1yiLuRXdD2UFEjwcPx7Sf7,2026-04-29T08:57:34+00:00,2026-04-29T08:59:06+00:00,1.112747618,2.131602,92,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/5eMXSW5rDTBCU3ZEiGaTeeesTqM7FPNg1KcS3krNpump_1m_1777451854_1777454346.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,9EZW54MXnwR5pbFBLEeEtP68AyLpBMiMNcqVjgYspump,profit,GdqJxR9tMapW8382mtHKxZdi5PXk4gdsMmHYEkE6n75iaqvHP3GNugDmALbEBNQx45g9oK4B8ZyxkWgujGuNtsW,2026-04-29T09:02:41+00:00,2026-04-29T09:04:48+00:00,0.583495358,0.583625,127,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/9EZW54MXnwR5pbFBLEeEtP68AyLpBMiMNcqVjgYspump_1m_1777452161_1777454688.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DuuZid3VsVNzNUiJvxx1sEnr9rM2QirNVr9r8A58pump,profit,rYC23BnKhTtT7USu4ffXmQSHSEmKCCZz17rWJZzCBRwfRYv5QC1EzoUNbHqiodh4dHzgJRGVSo6vgfjdQBCXjMs,2026-04-29T09:08:02+00:00,2026-04-29T09:08:43+00:00,0.024649515,0.040600,41,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DuuZid3VsVNzNUiJvxx1sEnr9rM2QirNVr9r8A58pump_1m_1777452482_1777454923.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,9LdQTLF47JL1X3gwGcqZuBBPqE5qAyNhenmJYxDppump,loss,2EtEKTGHPfLMhBxJw4U4oyEF5cv1NHJrwUWvFiDC4XmbmVWzWbzaxDPuUgWcsJG5hFBu1xdcwpcx3ViesabNnem6,2026-04-29T09:08:22+00:00,2026-04-29T09:10:48+00:00,-0.005464146,-0.003518,146,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/9LdQTLF47JL1X3gwGcqZuBBPqE5qAyNhenmJYxDppump_1m_1777452502_1777455048.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,BFQbT1xeg7N9vGwC5cjQgN8F8MzgC3w1hv3k9tGypump,profit,AufPMrp5pUsh2FuK3imx8UTgdbaAyHsgQFrU3hgJ6qK33NUn5B3Lnctq59pPBooXyQRhdeguabWhWWRZPb2Mfpa,2026-04-29T09:16:37+00:00,2026-04-29T09:16:50+00:00,0.041682111,0.075564,13,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/BFQbT1xeg7N9vGwC5cjQgN8F8MzgC3w1hv3k9tGypump_1m_1777452997_1777455410.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,DZQKJPbkx7xZK68CKkQy3hzUfaoELkTCEq4n2uGWpump,loss,2MgAgGBupNW8A9HAhABicr8tA3i1La9xcuYFspAcCg353S37jTnF5jjA26b9XGPqBP3dU9q8r8tSVkV6feP54W24,2026-04-29T09:20:58+00:00,2026-04-29T09:21:39+00:00,-0.006245994,-0.012500,41,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/DZQKJPbkx7xZK68CKkQy3hzUfaoELkTCEq4n2uGWpump_1m_1777453258_1777455699.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,7b6gLvyhHViprRso1weiaGLqazsKbsYiYsXuwAAKpump,loss,3emHHiGHebJAiCU7LaG9frR6zrkzkybrNXtLRCHTieyZSZSfCzqEa6Pf1JAHENdY3xjB9aX2g9Gh9byNWYzpRFVk,2026-04-29T09:21:44+00:00,2026-04-29T09:22:00+00:00,-0.017674856,-0.035355,16,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/7b6gLvyhHViprRso1weiaGLqazsKbsYiYsXuwAAKpump_1m_1777453304_1777455720.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,HS1Vh4K1rpXLAw2RUNx8MCjWb9arnE6qQnXyBZ47pump,profit,3rPGNTW9YeAnCBZutRM5VTnGvUNFm6VnTh5Hd9bP5aYLHVsnnpki5ygjPDRotx3xjggeFZdqaQa8Mr79kDuvkw77,2026-04-29T09:25:59+00:00,2026-04-29T09:30:19+00:00,0.271938147,0.543876,260,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/HS1Vh4K1rpXLAw2RUNx8MCjWb9arnE6qQnXyBZ47pump_1m_1777453559_1777456219.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,Gcn2k5fFT17WbpZCR7WDDQYXJ8pd1SazbCLMzS7Dpump,loss,3SLvFEgUjXoonkqHvz141BpMsu2moLuAMLdMGJRwiXH8hVyitSz7MnzdjCYXxu8pryMExyE9gSDiiHyBeRQz63Vm,2026-04-29T09:27:34+00:00,2026-04-29T09:27:54+00:00,-0.051593351,-0.103245,20,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/Gcn2k5fFT17WbpZCR7WDDQYXJ8pd1SazbCLMzS7Dpump_1m_1777453654_1777456074.json,
55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,8jdhqDAWL3xJ9AK4tbuLU9ui1zf9D3oGPxEtWZ4vpump,loss,2vCAmyVUDjHAvf2ZMUESkbQ8itVutYBZ8ocVHgPgN7a6RQUytqq2fJCTaGu1tPrwJrvrMG3fxbs6CHEUvrGanaAU,2026-04-29T09:28:08+00:00,2026-04-29T09:28:15+00:00,-0.078417223,-0.156950,7,data/strategy_research/wallets/55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr/klines/8jdhqDAWL3xJ9AK4tbuLU9ui1zf9D3oGPxEtWZ4vpump_1m_1777453688_1777456095.json,
